"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000109390",739.798923025406,-0.627835290380801,0.238170419500238,-2.63607584727865,0.00838709820202728,0.905303379926825
"ENSG00000202343",21.2412282226518,0.742125611682544,0.282204936867618,2.62974000355874,0.00854501917953399,0.913217198256336
"ENSG00000259619",101.609144183655,1.11752870345016,0.42483876735259,2.63047722884168,0.00852650815202682,0.913217198256336
"ENSG00000273344",71.5582505227922,0.490338075093047,0.186744045674045,2.62572267470801,0.00864652327210979,0.919513026592642
"ENSG00000086300",32.5397554845622,0.942814162757295,0.3593031433417,2.62400755526002,0.00869018574282793,0.91962612654985
"ENSG00000139292",2013.00455315624,0.856861894093578,0.327914125200774,2.61306795969507,0.00897334570193236,0.939701673868164
"ENSG00000148842",1501.43657653259,0.550287797909219,0.210704527978012,2.61165625243063,0.00901048019690152,0.939701673868164
"ENSG00000272846",117.546945859834,-0.726812505314161,0.278150634272534,-2.61301760901981,0.008974667805899,0.939701673868164
"ENSG00000183199",84.9740396404144,-0.458400706352409,0.175924750792072,-2.60566352539103,0.0091696491090292,0.951703773873665
"ENSG00000005302",304.058515184442,-0.324002350773099,0.124470418043441,-2.60304702005596,0.00923992803411219,0.954409408614421
"ENSG00000165030",171.378106915341,0.541620525871727,0.208376669330123,2.5992378494814,0.00934310110704081,0.955918799520365
"ENSG00000213171",104.217828084768,0.738103462111249,0.283825504569439,2.60055368607887,0.00930734546774236,0.955918799520365
"ENSG00000239257",41.8734427427449,0.493171183635394,0.189896944044783,2.59704644598751,0.00940292086280684,0.957501205595632
"ENSG00000165617",78.9024324943265,0.775798541403914,0.29895488205942,2.59503553198277,0.00945811406696194,0.95859984261772
"ENSG00000155011",136.833706178448,0.717350891716891,0.276880076710772,2.59083607689922,0.00957430849174326,0.965841923924081
"ENSG00000126775",534.810554198817,0.445942863196692,0.172450881740713,2.58591234034503,0.00971216272778014,0.970676708182026
"ENSG00000147697",197.815652855257,0.906146900722072,0.350242202847079,2.58720078093419,0.00967591924641388,0.970676708182026
"ENSG00000166343",2123.31777978196,-0.60700070602196,0.235814872949593,-2.57405607385803,0.010051398156544,0.992343051879508
"ENSG00000229515",51.1610870404754,0.949107981162805,0.368531662054142,2.57537704053056,0.0100130868348949,0.992343051879508
"ENSG00000260007",24.9671444709701,0.784203185725502,0.304719520376871,2.57352461291491,0.0100668486363541,0.992343051879508
"ENSG00000104332",73.515285062717,0.74427949854468,0.290025638959946,2.56625414640486,0.0102803473946216,0.992559799692936
"ENSG00000147912",370.214084152661,-0.303665547151411,0.118244407302305,-2.56811763092572,0.0102252451101837,0.992559799692936
"ENSG00000169218",510.864599513731,-1.0456197970567,0.407175547957296,-2.56798278359869,0.0102292236343804,0.992559799692936
"ENSG00000259732",19.9436767867716,-0.832762780050702,0.324584437493221,-2.56562756514811,0.0102989343677607,0.992559799692936
"ENSG00000261315",132.843433608124,0.725661671024076,0.28278047792139,2.56616608175406,0.0102829579492166,0.992559799692936
"ENSG00000000003",108.076383632817,-0.357440604820239,0.229724902712944,-1.55595062006353,0.119719834967653,0.999864920476821
